 7088 ; Блок марок. СССР. 1947 ;  ;  ;  ;  ; 14 ; lestes ; 510 
 7089 ; Лот марок. СССР. 1940. Чистые. 4 шт ;  ;  ;  ;  ; 19 ; AEremeev ; 3309 
 7090 ; Лот марок. СССР. 1941. Чистые. 7 шт ;  ;  ;  ;  ; 24 ; lestes ; 304 
 7091 ; Лот марок. СССР. 1940. Чистые. 8 шт ;  ;  ;  ;  ; 19 ; Olimpia ; 261 
 7092 ; Лот марок. СССР. 1938-1939. Чистые. 6 шт ;  ;  ;  ;  ; 19 ; AEremeev ; 726 
 7093 ; Лот марок. СССР. 1930-е. Чистые. 11 шт ;  ;  ;  ;  ; 44 ; Приор ; 1061 
 7094 ; Лот марок. СССР. 1938. Чистые. 4 шт ;  ;  ;  ;  ; 7 ; lestes ; 646 
 7095 ; Лот марок. СССР. 1937. Чистые. 4 шт ;  ;  ;  ;  ; 23 ; lestes ; 301 
 7096 ; Лот марок. СССР. 1930-е. Чистые. 6 шт ;  ;  ;  ;  ; 23 ; lestes ; 556 
 7097 ; Лот марок. СССР. 1920-1930-е. Чистые. 5 шт ;  ;  ;  ;  ; 9 ; lestes ; 181 
 7098 ; Лот марок. СССР. 1935. Чистые. 5 шт ;  ;  ;  ;  ; 19 ; student1977 ; 900 
 7099 ; Лот марок. СССР. 1930-1932. Чистые. 8 шт ;  ;  ;  ;  ; 17 ; lestes ; 556 
 7100 ; Марка. РСФСР. Чистая ;  ;  ;  ;  ; 35 ; AEremeev ; 337 
 7101 ; Лот марок. СССР. 1932-1934. Чистые. 4 шт ;  ;  ;  ;  ; 21 ; student1977 ; 1598 
 7102 ; Лот марок. СССР. 1930-1940. Чистые. 12 шт ;  ;  ;  ;  ; 16 ; Olimpia ; 589 
 7103 ; Лот марок. СССР. До 1947. Чистые. 17 шт ;  ;  ;  ;  ; 45 ; Victor_161_ ; 2005 
 7104 ; Марка. СССР. 1927. Чистая ;  ;  ;  ;  ; 52 ; орел414151 ; 506 
 7105 ; Лот марок. СССР. 1940-1950-е. Чистые. 3 шт ;  ;  ;  ;  ; 19 ; Olimpia ; 124 
 7106 ; Лот марок. РСФСР. Чистые. 9 шт ;  ;  ;  ;  ; 19 ; AEremeev ; 273 
 7107 ; Лот марок. РСФСР. 1922. 6 шт ;  ;  ;  ;  ; 34 ; AEremeev ; 1938 
 7108 ; Лот марок. РСФСР. Чистые. 4 шт ;  ;  ;  ;  ; 17 ; Victor_161_ ; 81 
 7109 ; Лот марок. СССР. 1956. Разновидности. Чистые, без наклеек. 2 шт ;  ;  ;  ;  ; 53 ; Olimpia ; 1311 
 7110 ; Лот марок. РСФСР. Чистые. 4 шт ;  ;  ;  ;  ; 16 ; AEremeev ; 363 
 7111 ; Лот марок. СССР. Чистые, без наклеек. 6 шт ;  ;  ;  ;  ; 18 ; Panzerbus ; 250 
 7112 ; Лот марок. СССР. Чистые, без наклеек. 8 шт ;  ;  ;  ;  ; 12 ; lestes ; 510 
 7113 ; Лот марок. СССР. 1950-е. Чистые. 25 шт ;  ;  ;  ;  ; 42 ; lestes ; 233 
 7114 ; Лот марок. СССР. 1957-1960. Чистые. 46 шт ;  ;  ;  ;  ; 53 ; PROFAN2020 ; 368 
 7115 ; Лот марок. СССР. 1960. Чистые. 42 шт ;  ;  ;  ;  ; 37 ; AEremeev ; 430 
 7116 ; Лот марок. СССР. 1959-1960. Чистые. 23 шт ;  ;  ;  ;  ; 21 ; lestes ; 244 
 7117 ; Блок марок. СССР. 1955. Чистый ;  ;  ;  ;  ; 25 ; lestes ; 410 
 7118 ; Лот марок. СССР. 1957-1958. Чистые. 52 шт ;  ;  ;  ;  ; 23 ; AEremeev ; 612 
 7119 ; Лот марок. СССР. 1955-1956. Чистые. 14 шт ;  ;  ;  ;  ; 29 ; Olimpia ; 216 
 7120 ; Лот марок. СССР. 1950-е. Чистые. 12 шт ;  ;  ;  ;  ; 21 ; AEremeev ; 385 
 7121 ; Лот марок. СССР. 1955-1956. Чистые. 33 шт ;  ;  ;  ;  ; 9 ; Meshok ; 333 
 7122 ; Лот марок. СССР. 1958-1960. Чистые. 17 шт ;  ;  ;  ;  ; 19 ; AEremeev ; 332 
 7123 ; Лот марок. СССР. 1956-1959. Чистые. 11 шт ;  ;  ;  ;  ; 21 ; lestes ; 143 
 7024 ; Лот марок. 3 шт ;  ;  ;  ;  ; 19 ; Olimpia ; 143 
 7025 ; Лот марок. СССР. 1940-е. Самолеты. 3 квартблока + 1 шт ;  ;  ;  ;  ; 31 ; AEremeev ; 2992 
 7026 ; Марка на конверте ;  ;  ;  ;  ; 21 ; AEremeev ; 369 
 7027 ; Марка на конверте ;  ;  ;  ;  ; 17 ; Meshok ; 215 
 7028 ; Марка на конверте ;  ;  ;  ;  ; 3 ; Olimpia ; 30 
 7029 ; Марка на конверте ;  ;  ;  ;  ; 3 ; Olimpia ; 30 
 7030 ; Лот марок. СССР. 1923-1927. Стандарты. 27 шт ;  ;  ;  ;  ; 23 ; МСВ ; 750 
 7031 ; Лот марок. СССР. 1920-е. 6 шт ;  ;  ;  ;  ; 19 ; Бигль ; 114 
 7032 ; Лот марок. СССР. 1920-е. Разновидности. 25 шт ;  ;  ;  ;  ; 35 ; Бигль ; 354 
 7033 ; Лот марок. СССР. 1927. Разновидности. 12 шт ;  ;  ;  ;  ; 13 ; МСВ ; 750 
 7034 ; Лот марок. СССР. 1920-е. 21 шт ;  ;  ;  ;  ; 23 ; МСВ ; 750 
 7035 ; Лот марок. СССР. 1920-е. 19 шт ;  ;  ;  ;  ; 17 ; МСВ ; 750 
 7036 ; Лот марок. СССР. 1923-1927. Разновидности. 89 шт ;  ;  ;  ;  ; 55 ; МСВ ; 1194 
 7037 ; Лот марок. СССР. 1923-1927. Разновидности. 91 шт ;  ;  ;  ;  ; 27 ; МСВ ; 1222 
 7038 ; Лот марок. СССР. 1920-е. 29 шт ;  ;  ;  ;  ; 11 ; МСВ ; 750 
 7039 ; Лот марок. СССР. 1920-е. 33 шт ;  ;  ;  ;  ; 25 ; МСВ ; 1112 
 7040 ; Лот марок. СССР. 1927. Гашеные. 16 шт ;  ;  ;  ;  ; 15 ; МСВ ; 737 
 7041 ; Лот марок. СССР. 1927-1929. 7 шт ;  ;  ;  ;  ; 19 ; Panzerbus ; 184 
 7042 ; Лот марок. СССР. 1920-1930. 12 шт ;  ;  ;  ;  ; 15 ; Panzerbus ; 170 
 7043 ; Лот марок. СССР. 1931. Гашеные. 7 шт ;  ;  ;  ;  ; 17 ; Olimpia ; 193 
 7044 ; Лот марок. СССР. 1920-е. Разновидности. 13 шт ;  ;  ;  ;  ; 17 ; МСВ ; 750 
 7045 ; Лот марок. СССР. 192027-1931. Гашеные. 10 шт ;  ;  ;  ;  ; 11 ; Olimpia ; 169 
 7046 ; Лот марок. СССР. 1929. Гашеные. 16 шт ;  ;  ;  ;  ; 5 ; Olimpia ; 82 
 7047 ; Лот марок. СССР. 1920-1939. Разновидности. 33 шт ;  ;  ;  ;  ; 21 ; Бигль ; 168 
 7048 ; Лот марок. СССР. 1925-1939. Стандарты. Гашеные. 20 шт ;  ;  ;  ;  ; 17 ; Бигль ; 113 
 7049 ; Лот марок. СССР. 1926. Чистые, без наклеек. 4 шт ;  ;  ;  ;  ; 39 ; Приор ; 326 
 7050 ; Лот марок. СССР. Стандарты. 4 шт ;  ;  ;  ;  ; 21 ; Panzerbus ; 150 
 7051 ; Лот марок. РСФСР. 1922. Разновидности. 7 шт ;  ;  ;  ;  ; 3 ; Olimpia ; 30 
 7052 ; Марка. СССР. 1950. СК 1387. Редкая ;  ;  ;  ;  ; 6 ; Olimpia ; 567 
 7053 ; Марка. СССР. 1920-е. Гашеная ;  ;  ;  ;  ; 22 ; Приор ; 255 
 7054 ; Лот марок. СССР. 1924. Разновидности. Гашеные. 12 шт ;  ;  ;  ;  ; 35 ; МСВ ; 1200 
 7055 ; Лот марок. СССР. 1932-1939. Гашеные. 20 шт ;  ;  ;  ;  ; 18 ; student1977 ; 300 
 7056 ; Лот марок. СССР. 1932-1937. Гашеные. 11 шт ;  ;  ;  ;  ; 19 ; student1977 ; 300 
 7057 ; Лот марок. СССР. 1948-1957. Гашеные. 34 шт ;  ;  ;  ;  ; 6 ; Бигль ; 111 
 7058 ; Лот марок. СССР. 1939-1946.Разновидности. 5 шт ;  ;  ;  ;  ; 22 ; Victor_161_ ; 114 
 7059 ; Лот марок. СССР. 1938-1941. Гашеные. 16 шт ;  ;  ;  ;  ; 5 ; сортам70 ; 100 
 7060 ; Лот марок. СССР. 1939. Гашеные. 23 шт ;  ;  ;  ;  ; 9 ; сортам70 ; 102 
 7061 ; Лот марок. СССР. 1939-1940. Гашеные. 21 шт ;  ;  ;  ;  ; 11 ; Panzerbus ; 112 
 7062 ; Лот марок. СССР. 1941. Гашеные. 12 шт ;  ;  ;  ;  ; 15 ; Panzerbus ; 133 
 7063 ; Лот марок. РСФСР. Разновидности. 15 шт ;  ;  ;  ;  ; 21 ; lestes ; 203 
 7064 ; Лот марок. Азербайджан. 1920. 8 шт ;  ;  ;  ;  ; 31 ; AEremeev ; 2754 
 7065 ; Лот марок. 1920-1921. 28 шт ;  ;  ;  ;  ; 31 ; AEremeev ; 4794 
 7066 ; Лот марок. Чистые. 4 шт ;  ;  ;  ;  ; 3 ; Olimpia ; 29 
 7067 ; Лот марок. Азербайджан. 1920. 12 шт ;  ;  ;  ;  ; 25 ; AEremeev ; 4794 
 7068 ; Лот марок. Азербайджан. 1920. Разновидности. 15 шт ;  ;  ;  ;  ; 33 ; AEremeev ; 3774 
 7069 ; Лот марок. ЗСФСР. Азербайджан. 1920-1921. 7 шт ;  ;  ;  ;  ; 25 ; МСВ ; 1200 
 7070 ; Лот марок. Латвия + Литва. 1920-1930. 38 шт ;  ;  ;  ;  ; 22 ; Бигль ; 159 
 7071 ; Лот марок. Украина. 1920. 9 шт ;  ;  ;  ;  ; 25 ; МСВ ; 739 
 7072 ; Лот марок. Армения. 1920. 8 шт ;  ;  ;  ;  ; 27 ; МСВ ; 1223 
 7073 ; Лот марок. Грузия. 1920-е. 16 шт ;  ;  ;  ;  ; 23 ; AEremeev ; 2754 
 6967 ; Лот марок. Чехословакия. 1919 ;  ;  ;  ;  ; 11 ; МСВ ; 787 
 6968 ; Лот марок. Чехословакия. 1949. Авиапочта. Чистые, со следами от наклеек ;  ;  ;  ;  ; 39 ; МСВ ; 1200 
 6969 ; Лот марок. Заир. Чистый блок ;  ;  ;  ;  ; 9 ; МСВ ; 750 
 6970 ; Лот марок. Колумбия. 1968. Чистый блок ;  ;  ;  ;  ; 9 ; МСВ ; 750 
 6971 ; Лот марок. Сомали. Чистый блок, без наклеек ;  ;  ;  ;  ; 9 ; МСВ ; 750 
 6972 ; Лот марок. Чехословакия. 1948. 2 чистых блока ;  ;  ;  ;  ; 12 ; МСВ ; 750 
 6973 ; Лот марок. Чехословакия. 1946. 2 чистых блока ;  ;  ;  ;  ; 12 ; МСВ ; 750 
 6974 ; Лот марок. Сент-Винсент и Гренадины. Блок. Чистый ;  ;  ;  ;  ; 19 ; МСВ ; 750 
 6975 ; Лот марок. Блок. Гренада. Чистый ;  ;  ;  ;  ; 25 ; AEremeev ; 2448 
 6976 ; Лот марок. СССР. 1958. Блок ;  ;  ;  ;  ; 86 ; связист ; 452 
 6977 ; Буклет с маркой. ФРГ. 1986. 100 лет автомобилестроению ;  ;  ;  ;  ; 23 ; AEremeev ; 601 
 6978 ; Буклет с маркой. ФРГ. 1987. Визит Папы Римского в Германию ;  ;  ;  ;  ; 5 ; cr5400 ; 30 
 6979 ; Буклет с марками. ФРГ-Франция, совместный выпуск. 1988 ;  ;  ;  ;  ; 5 ; cr5400 ; 30 
 6980 ; Буклет с марками. ФРГ. 1985. Великие композиторы ;  ;  ;  ;  ; 5 ; cr5400 ; 30 
 6981 ; Буклет с марками. ФРГ. 1987 ;  ;  ;  ;  ; 5 ; cr5400 ; 33 
 6982 ; Лот марок. Малый лист. СССР. Чистый, без наклеек ;  ;  ;  ;  ; 5 ; cr5400 ; 43 
 6983 ; Лот марок. Италия. 87 шт ;  ;  ;  ;  ; 32 ; cr5400 ; 234 
 6984 ; Лот марок. США. Чистые, без наклеек. 37 шт ;  ;  ;  ;  ; 7 ; МСВ ; 750 
 6985 ; Лот марок. Венгрия. Чистые, без наклеек. 52 шт ;  ;  ;  ;  ; 9 ; flutter ; 227 
 6986 ; Лот марок. Королевство Йемен. Малый лист ;  ;  ;  ;  ; 5 ; cr5400 ; 64 
 6987 ; Лот марок. Чехословакия. Чистые, со следами от наклеек. 73 шт ;  ;  ;  ;  ; 54 ; flutter ; 465 
 6988 ; Лот марок. Западный Берлин. Чистыне, без наклеек. 70 шт ;  ;  ;  ;  ; 19 ; сортам70 ; 224 
 6989 ; Лот марок. Монако. 44 шт ;  ;  ;  ;  ; 13 ; МСВ ; 2550 
 6990 ; Лот марок. Космос. 3 блока + 2 листа + 5 шт ;  ;  ;  ;  ; 14 ; Эрнан Кортес ; 148 
 6991 ; Лот марок. Космос. 4 блока + лист ;  ;  ;  ;  ; 49 ; Ok203 ; 1530 
 6992 ; Лот марок. Космос. Союз-Аполлон. Блок + 5 сцепок + 10 шт ;  ;  ;  ;  ; 39 ; Ok203 ; 249 
 6993 ; Лот марок. Швейцария. 96 шт ;  ;  ;  ;  ; 7 ; МСВ ; 750 
 7001 ; Марка. СССР. 1945. СК N 1045А. Л: 12,5 ;  ;  ;  ;  ; 5 ; Olimpia ; 32 
 7002 ; Марка. СССР. 1938. С клеем, без следов наклеек ;  ;  ;  ;  ; 22 ; lestes ; 612 
 7003 ; Марка. СССР. 1925. Без следа наклеек ;  ;  ;  ;  ; 15 ; lestes ; 120 
 7004 ; Лот марок. СССР. 1935. 5 шт ;  ;  ;  ;  ; 8 ; Olimpia ; 476 
 7005 ; Лот марок. СССР. 1923. 3 шт ;  ;  ;  ;  ; 29 ; МСВ ; 1204 
 7006 ; Лот марок. СССР. 1939. СК N 717А, 718Р, 719Р. 3 шт ;  ;  ;  ;  ; 6 ; lestes ; 127 
 7007 ; Марка. СССР. 1956. СК N 1955 А. Гашеная ;  ;  ;  ;  ; 49 ; Olimpia ; 101 
 7008 ; Лот марок. СССР. 1956. 5 шт ;  ;  ;  ;  ; 15 ; lestes ; 152 
 7009 ; Лот марок. СССР. 1956. 6 шт ;  ;  ;  ;  ; 11 ; Meshok ; 153 
 7010 ; Лот марок. СССР. 1956. С разновидностями. 4 шт ;  ;  ;  ;  ; 12 ; lestes ; 148 
 7011 ; Лот марок. СССР. 1955. 3 шт ;  ;  ;  ;  ; 13 ; lestes ; 112 
 7012 ; Лот марок. СССР. 1956. 6 шт ;  ;  ;  ;  ; 13 ; lestes ; 250 
 7013 ; Марка. СССР. 1956. СК N 1888К ;  ;  ;  ;  ; 5 ; Olimpia ; 46 
 7014 ; Лот марок. РСФСР. 1923. 8 шт ;  ;  ;  ;  ; 39 ; AEremeev ; 123 
 7015 ; Лот марок. Эстония. 9 шт ;  ;  ;  ;  ; 11 ; МСВ ; 750 
 7016 ; Лот марок. Эстония. 1938. Без следов наклеек. 4 шт ;  ;  ;  ;  ; 15 ; МСВ ; 750 
 7017 ; Лот марок. Эстония. 1939. Без следов наклеек. 4 шт ;  ;  ;  ;  ; 13 ; Panzerbus ; 226 
 7018 ; Лот марок. Эстония. 1937. Без следов наклеек. 4 шт ;  ;  ;  ;  ; 27 ; МСВ ; 1546 
 7019 ; Марка. Русский Левант. 1867 ;  ;  ;  ;  ; 16 ; AEremeev ; 328 
 7020 ; Лот марок. Русский Китай. Чистые. 3 шт ;  ;  ;  ;  ; 22 ; AEremeev ; 1734 
 7021 ; Марка. Северо-Запад России. 1919-1920 ;  ;  ;  ;  ; 19 ; AEremeev ; 2754 
 7022 ; Лот марок. Мемель. 1920. 4 шт ;  ;  ;  ;  ; 5 ; Olimpia ; 42 
 7023 ; Лот марок. Мемель. 1920. 6 шт ;  ;  ;  ;  ; 5 ; Olimpia ; 32 
 6917 ; Лот марок. 71 шт ;  ;  ;  ;  ; 16 ; gendargno_95 ; 224 
 6918 ; Лот марок. СССР. 112 шт ;  ;  ;  ;  ; 40 ; МСВ ; 1018 
 6919 ; Лот марок. Тува. 7 листов ;  ;  ;  ;  ; 20 ; Ok203 ; 407 
 6920 ; Лот марок. 250 г ;  ;  ;  ;  ; 32 ; МСВ ; 1152 
 6921 ; Лот марок. Флора и Фауна. 65 шт + 4 блока + 2 листа ;  ;  ;  ;  ; 20 ; gendargno_95 ; 238 
 6922 ; Лот марок. Мультфильмы. 6 блоков ;  ;  ;  ;  ; 32 ; roza77 ; 123 
 6923 ; Лот марок. Мир океана. Лист + блок ;  ;  ;  ;  ; 16 ; МСВ ; 213 
 6924 ; Лот марок. Тува. Пробы ;  ;  ;  ;  ; 6 ; Ok203 ; 114 
 6925 ; Лот марок. Болгария. 124 шт + 7 листов + 7 блоков ;  ;  ;  ;  ; 12 ; AEremeev ; 173 
 6926 ; Лот марок. 10 разных листов ;  ;  ;  ;  ; 1 ; cr5679 ; 222 
 6927 ; Лот марок. Транспорт. 77 шт + 4 блока ;  ;  ;  ;  ; 20 ; AEremeev ; 340 
 6928 ; Лот марок. Румыния. 151 шт ;  ;  ;  ;  ; 4 ; С улыбкой по жизни ; 89 
 6929 ; Лот марок. Куба. 136 шт + 7 блоков + лист ;  ;  ;  ;  ; 5 ; roza77 ; 114 
 6930 ; Лот марок. Животные. 71 шт + 6 блоков ;  ;  ;  ;  ; 25 ; Эрнан Кортес ; 255 
 6931 ; Лот марок. Болгария. 32 шт + 5 блоков + 3 листа ;  ;  ;  ;  ; 17 ; tpls ; 509 
 6932 ; Лот марок ;  ;  ;  ;  ; 10 ; gendargno_95 ; 79 
 6933 ; Лот марок ;  ;  ;  ;  ; 8 ; СТРЕКОЗА ; 55 
 6934 ; Лот марок. Бельгийское Конго ;  ;  ;  ;  ; 25 ; Olimpia ; 2300 
 6935 ; Лот марок. Бельгийское Конго ;  ;  ;  ;  ; 11 ; cr5400 ; 765 
 6936 ; Лот марок. Бельгийское Конго ;  ;  ;  ;  ; 9 ; cr5400 ; 765 
 6937 ; Лот марок. Перу ;  ;  ;  ;  ; 27 ; МСВ ; 1515 
 6938 ; Лот марок. Бельгийское Конго. Чистый квартблок ;  ;  ;  ;  ; 11 ; Victor_161_ ; 793 
 6939 ; Лот марок. Парагвай. 1930. Чистые ;  ;  ;  ;  ; 19 ; МСВ ; 2040 
 6940 ; Лот марок. Кения, Уганда, Танганьика ;  ;  ;  ;  ; 35 ; МСВ ; 1219 
 6941 ; Лот марок. Южная Африка. 8 чистые + 6 гашеные ;  ;  ;  ;  ; 11 ; МСВ ; 750 
 6942 ; Лот марок. Малайя под протекторатом Великобритании ;  ;  ;  ;  ; 7 ; МСВ ; 750 
 6943 ; Лот марок. Саравак ;  ;  ;  ;  ; 7 ; МСВ ; 750 
 6944 ; Лот марок. Виргинские острова ;  ;  ;  ;  ; 9 ; МСВ ; 750 
 6945 ; Лот марок. Остров Сент-Винсент. Чистые ;  ;  ;  ;  ; 30 ; МСВ ; 1450 
 6946 ; Лот марок. Новая Зеландия. Чистые ;  ;  ;  ;  ; 40 ; Victor_161_ ; 1530 
 6947 ; Лот марок. Багамы ;  ;  ;  ;  ; 36 ; МСВ ; 1450 
 6948 ; Лот марок. Бермуды ;  ;  ;  ;  ; 58 ; МСВ ; 1438 
 6949 ; Лот марок. Басутоленд. Чистые ;  ;  ;  ;  ; 57 ; МСВ ; 1539 
 6950 ; Лот марок. Французские колонии ;  ;  ;  ;  ; 23 ; МСВ ; 750 
 6951 ; Лот марок. Французские колонии ;  ;  ;  ;  ; 18 ; Бигль ; 156 
 6952 ; Лот марок. Либерия. Чистые ;  ;  ;  ;  ; 9 ; cr5400 ; 332 
 6953 ; Лот марок. Бельгийское Конго ;  ;  ;  ;  ; 44 ; cr5400 ; 3445 
 6954 ; Лот марок. Цейлон как колония Великобритании ;  ;  ;  ;  ; 33 ; Бигль ; 210 
 6955 ; Лот марок. Гватемала. 1944. 4 чистые пары, без наклеек ;  ;  ;  ;  ; 61 ; cr5400 ; 333 
 6956 ; Лот марок. Ямайка как колония Великобритании ;  ;  ;  ;  ; 30 ; cr5400 ; 200 
 6957 ; Лот марок. Ямайка как колония Великобритании ;  ;  ;  ;  ; 36 ; lestes ; 344 
 6958 ; Лот марок. Ямайка как колония Великобритании ;  ;  ;  ;  ; 38 ; s1991s ; 228 
 6959 ; Лот марок. Руанда-Урунди. Бельгийское Конго ;  ;  ;  ;  ; 27 ; МСВ ; 2499 
 6960 ; Лот марок. Германия. III рйех. Чистые. 17 шт ;  ;  ;  ;  ; 44 ; Victor_161_ ; 406 
 6961 ; Лот марок. Германия. III рейх. 24 шт ;  ;  ;  ;  ; 38 ; Panzerbus ; 500 
 6962 ; Лот марок. Нигерия. Протекторат Великобритании ;  ;  ;  ;  ; 18 ; Бигль ; 152 
 6963 ; Лот марок. Ньюфаундленд. Протекторат Великобритании. 9 шт ;  ;  ;  ;  ; 42 ; Maxim914 ; 238 
 6964 ; Лот марок. Чили. Чистые. 14 шт ;  ;  ;  ;  ; 32 ; МСВ ; 756 
 6965 ; Лот марок. Португальский Мозамбик. Чистые. 12 шт ;  ;  ;  ;  ; 9 ; МСВ ; 755 
 6966 ; Лот марок. Гана. Чистые. 12 шт ;  ;  ;  ;  ; 5 ; cr5400 ; 43 
 6867 ; Лот марок ;  ;  ;  ;  ; 55 ; roza77 ; 423 
 6868 ; Лот марок ;  ;  ;  ;  ; 21 ; V5 ; 395 
 6869 ; Лот марок ;  ;  ;  ;  ; 7 ; AEremeev ; 473 
 6870 ; Лот марок ;  ;  ;  ;  ; 11 ; AEremeev ; 2754 
 6871 ; Лот марок ;  ;  ;  ;  ; 22 ; С улыбкой по жизни ; 204 
 6872 ; Лот марок ;  ;  ;  ;  ; 7 ; МСВ ; 604 
 6873 ; Лот марок ;  ;  ;  ;  ; 30 ; AEremeev ; 453 
 6874 ; Лот марок ;  ;  ;  ;  ; 54 ; С улыбкой по жизни ; 308 
 6875 ; Лот марок ;  ;  ;  ;  ; 35 ; Бигль ; 803 
